parking_id,capacity,occupancy,timestamp,occupancy_ratio,lag30_ratio,lag60_ratio,delta30_ratio,delta60_ratio,hour_sin,hour_cos,weekday,is_weekend,desired_future_time,future_timestamp,future_occupancy,future_capacity,future_occupancy_ratio,currently_saturated,future_saturated,will_become_saturated_soon,target_offset_minutes
Others-CCCPS119a,2803,195,2016-10-04 07:59:42,0.06956831965750981,,,,,0.8681988144891423,-0.49621650367520825,1,0,2016-10-04 08:29:42,2016-10-04 08:25:42,238.0,2803.0,0.0849090260435248,False,0,0,26.0
Others-CCCPS105a,2009,709,2016-10-04 07:59:42,0.35291189646590343,,,,,0.8681988144891423,-0.49621650367520825,1,0,2016-10-04 08:29:42,2016-10-04 08:25:42,780.0,2009.0,0.38825286212045795,False,0,0,26.0
BHMBRCBRG02,1194,79,2016-10-04 07:59:42,0.0661641541038526,,,,,0.8681988144891423,-0.49621650367520825,1,0,2016-10-04 08:29:42,2016-10-04 08:25:42,95.0,1194.0,0.07956448911222781,False,0,0,26.0
NIA South,788,65,2016-10-04 07:59:42,0.08248730964467005,,,,,0.8681988144891423,-0.49621650367520825,1,0,2016-10-04 08:29:42,2016-10-04 08:25:42,96.0,788.0,0.1218274111675127,False,0,0,26.0
BHMBRCBRG03,849,66,2016-10-04 07:59:42,0.07773851590106007,,,,,0.8681988144891423,-0.49621650367520825,1,0,2016-10-04 08:29:42,2016-10-04 08:25:42,77.0,849.0,0.09069493521790342,False,0,0,26.0
NIA Car Parks,1268,74,2016-10-04 07:59:42,0.0583596214511041,,,,,0.8681988144891423,-0.49621650367520825,1,0,2016-10-04 08:29:42,2016-10-04 08:25:42,107.0,1268.0,0.08438485804416404,False,0,0,26.0
Bull Ring,3053,215,2016-10-04 07:59:42,0.07042253521126761,,,,,0.8681988144891423,-0.49621650367520825,1,0,2016-10-04 08:29:42,2016-10-04 08:25:42,260.0,3053.0,0.08516213560432362,False,0,0,26.0
Broad Street,690,178,2016-10-04 07:59:42,0.2579710144927536,,,,,0.8681988144891423,-0.49621650367520825,1,0,2016-10-04 08:29:42,2016-10-04 08:25:42,269.0,690.0,0.3898550724637681,False,0,0,26.0
BHMEURBRD01,470,117,2016-10-04 07:59:42,0.24893617021276596,,,,,0.8681988144891423,-0.49621650367520825,1,0,2016-10-04 08:29:42,2016-10-04 08:25:42,174.0,470.0,0.3702127659574468,False,0,0,26.0
BHMNCPRAN01,600,210,2016-10-04 07:59:42,0.35,,,,,0.8681988144891423,-0.49621650367520825,1,0,2016-10-04 08:29:42,2016-10-04 08:25:42,292.0,600.0,0.4866666666666667,False,0,0,26.0
BHMEURBRD02,220,61,2016-10-04 07:59:42,0.2772727272727273,,,,,0.8681988144891423,-0.49621650367520825,1,0,2016-10-04 08:29:42,2016-10-04 08:25:42,95.0,220.0,0.4318181818181818,False,0,0,26.0
BHMNCPNST01,485,249,2016-10-04 07:59:42,0.51340206185567,,,,,0.8681988144891423,-0.49621650367520825,1,0,2016-10-04 08:29:42,2016-10-04 08:25:42,267.0,485.0,0.5505154639175258,False,0,0,26.0
BHMNCPNHS01,500,80,2016-10-04 07:59:42,0.16,,,,,0.8681988144891423,-0.49621650367520825,1,0,2016-10-04 08:29:42,2016-10-04 08:25:42,161.0,500.0,0.322,False,0,0,26.0
BHMMBMMBX01,687,264,2016-10-04 07:59:42,0.38427947598253276,,,,,0.8681988144891423,-0.49621650367520825,1,0,2016-10-04 08:29:42,2016-10-04 08:25:42,302.0,687.0,0.4395924308588064,False,0,0,26.0
BHMNCPLDH01,720,377,2016-10-04 07:59:42,0.5236111111111111,,,,,0.8681988144891423,-0.49621650367520825,1,0,2016-10-04 08:29:42,2016-10-04 08:25:42,446.0,720.0,0.6194444444444445,False,0,0,26.0
BHMBCCPST01,317,93,2016-10-04 07:59:42,0.29337539432176657,,,,,0.8681988144891423,-0.49621650367520825,1,0,2016-10-04 08:29:42,2016-10-04 08:25:42,98.0,317.0,0.30914826498422715,False,0,0,26.0
Shopping,1920,614,2016-10-04 07:59:42,0.31979166666666664,,,,,0.8681988144891423,-0.49621650367520825,1,0,2016-10-04 08:29:42,2016-10-04 08:25:42,761.0,1920.0,0.3963541666666667,False,0,0,26.0
BHMNCPHST01,1200,237,2016-10-04 07:59:42,0.1975,,,,,0.8681988144891423,-0.49621650367520825,1,0,2016-10-04 08:29:42,2016-10-04 08:25:42,315.0,1200.0,0.2625,False,0,0,26.0
Others-CCCPS135a,3883,1467,2016-10-04 08:25:42,0.3778006695853721,0.27839299510687615,,0.09940767447849597,,0.8064446042674828,-0.5913096483635821,1,0,2016-10-04 08:55:42,2016-10-04 08:59:42,2007.0,3883.0,0.516868400721092,False,0,0,34.0
BHMNCPPLS01,450,82,2016-10-04 08:25:42,0.18222222222222223,0.1688888888888889,,0.013333333333333336,,0.8064446042674828,-0.5913096483635821,1,0,2016-10-04 08:55:42,2016-10-04 08:59:42,85.0,450.0,0.18888888888888888,False,0,0,34.0
BHMBRCBRG03,849,77,2016-10-04 08:25:42,0.09069493521790342,0.07773851590106007,,0.012956419316843354,,0.8064446042674828,-0.5913096483635821,1,0,2016-10-04 08:55:42,2016-10-04 08:59:42,98.0,849.0,0.1154299175500589,False,0,0,34.0
BHMBCCMKT01,577,64,2016-10-04 08:25:42,0.11091854419410745,0.10571923743500866,,0.005199306759098785,,0.8064446042674828,-0.5913096483635821,1,0,2016-10-04 08:55:42,2016-10-04 08:59:42,80.0,577.0,0.1386481802426343,False,0,0,34.0
BHMNCPLDH01,720,446,2016-10-04 08:25:42,0.6194444444444445,0.5236111111111111,,0.09583333333333333,,0.8064446042674828,-0.5913096483635821,1,0,2016-10-04 08:55:42,2016-10-04 08:59:42,517.0,720.0,0.7180555555555556,False,0,0,34.0
BHMNCPHST01,1200,315,2016-10-04 08:25:42,0.2625,0.1975,,0.065,,0.8064446042674828,-0.5913096483635821,1,0,2016-10-04 08:55:42,2016-10-04 08:59:42,441.0,1200.0,0.3675,False,0,0,34.0
BHMNCPNHS01,500,161,2016-10-04 08:25:42,0.322,0.16,,0.162,,0.8064446042674828,-0.5913096483635821,1,0,2016-10-04 08:55:42,2016-10-04 08:59:42,302.0,500.0,0.604,False,0,0,34.0
NIA South,788,96,2016-10-04 08:25:42,0.1218274111675127,0.08248730964467005,,0.039340101522842646,,0.8064446042674828,-0.5913096483635821,1,0,2016-10-04 08:55:42,2016-10-04 08:59:42,153.0,788.0,0.19416243654822335,False,0,0,34.0
BHMEURBRD01,470,174,2016-10-04 08:25:42,0.3702127659574468,0.24893617021276596,,0.12127659574468083,,0.8064446042674828,-0.5913096483635821,1,0,2016-10-04 08:55:42,2016-10-04 08:59:42,269.0,470.0,0.5723404255319149,False,0,0,34.0
Broad Street,690,269,2016-10-04 08:25:42,0.3898550724637681,0.2579710144927536,,0.1318840579710145,,0.8064446042674828,-0.5913096483635821,1,0,2016-10-04 08:55:42,2016-10-04 08:59:42,415.0,690.0,0.6014492753623188,False,0,0,34.0
Shopping,1920,761,2016-10-04 08:25:42,0.3963541666666667,0.31979166666666664,,0.07656250000000003,,0.8064446042674828,-0.5913096483635821,1,0,2016-10-04 08:55:42,2016-10-04 08:59:42,958.0,1920.0,0.49895833333333334,False,0,0,34.0
Others-CCCPS105a,2009,780,2016-10-04 08:25:42,0.38825286212045795,0.35291189646590343,,0.035340965654554524,,0.8064446042674828,-0.5913096483635821,1,0,2016-10-04 08:55:42,2016-10-04 08:59:42,864.0,2009.0,0.4300647088103534,False,0,0,34.0
Others-CCCPS133,4675,911,2016-10-04 08:25:42,0.1948663101604278,0.17197860962566844,,0.02288770053475936,,0.8064446042674828,-0.5913096483635821,1,0,2016-10-04 08:55:42,2016-10-04 08:59:42,1065.0,4675.0,0.22780748663101605,False,0,0,34.0
BHMBRCBRG02,1194,95,2016-10-04 08:25:42,0.07956448911222781,0.0661641541038526,,0.013400335008375217,,0.8064446042674828,-0.5913096483635821,1,0,2016-10-04 08:55:42,2016-10-04 08:59:42,142.0,1194.0,0.11892797319932999,False,0,0,34.0
BHMBCCPST01,317,98,2016-10-04 08:25:42,0.30914826498422715,0.29337539432176657,,0.01577287066246058,,0.8064446042674828,-0.5913096483635821,1,0,2016-10-04 08:55:42,2016-10-04 08:59:42,109.0,317.0,0.3438485804416404,False,0,0,34.0
Others-CCCPS119a,2803,238,2016-10-04 08:25:42,0.0849090260435248,0.06956831965750981,,0.01534070638601498,,0.8064446042674828,-0.5913096483635821,1,0,2016-10-04 08:55:42,2016-10-04 08:59:42,323.0,2803.0,0.11523367820192651,False,0,0,34.0
BHMEURBRD02,220,95,2016-10-04 08:25:42,0.4318181818181818,0.2772727272727273,,0.15454545454545454,,0.8064446042674828,-0.5913096483635821,1,0,2016-10-04 08:55:42,2016-10-04 08:59:42,146.0,220.0,0.6636363636363637,False,0,0,34.0
Others-CCCPS98,3103,678,2016-10-04 08:25:42,0.21849822752175313,0.1894940380277151,,0.02900418949403802,,0.8064446042674828,-0.5913096483635821,1,0,2016-10-04 08:55:42,2016-10-04 08:59:42,792.0,3103.0,0.25523686754753466,False,0,0,34.0
BHMMBMMBX01,687,302,2016-10-04 08:25:42,0.4395924308588064,0.38427947598253276,,0.055312954876273634,,0.8064446042674828,-0.5913096483635821,1,0,2016-10-04 08:55:42,2016-10-04 08:59:42,346.0,687.0,0.5036390101892285,False,0,0,34.0
BHMNCPNST01,485,267,2016-10-04 08:25:42,0.5505154639175258,0.51340206185567,,0.03711340206185576,,0.8064446042674828,-0.5913096483635821,1,0,2016-10-04 08:55:42,2016-10-04 08:59:42,278.0,485.0,0.5731958762886598,False,0,0,34.0
BHMBCCTHL01,387,129,2016-10-04 08:25:42,0.3333333333333333,0.31007751937984496,,0.023255813953488358,,0.8064446042674828,-0.5913096483635821,1,0,2016-10-04 08:55:42,2016-10-04 08:59:42,155.0,387.0,0.4005167958656331,False,0,0,34.0
Bull Ring,3053,260,2016-10-04 08:25:42,0.08516213560432362,0.07042253521126761,,0.01473960039305601,,0.8064446042674828,-0.5913096483635821,1,0,2016-10-04 08:55:42,2016-10-04 08:59:42,356.0,3053.0,0.1166066164428431,False,0,0,34.0
Others-CCCPS202,2937,665,2016-10-04 08:25:42,0.22642151855635,0.18624446714334356,,0.040177051413006454,,0.8064446042674828,-0.5913096483635821,1,0,2016-10-04 08:55:42,2016-10-04 08:59:42,848.0,2937.0,0.28872999659516513,False,0,0,34.0
BHMNCPRAN01,600,292,2016-10-04 08:25:42,0.4866666666666667,0.35,,0.13666666666666671,,0.8064446042674828,-0.5913096483635821,1,0,2016-10-04 08:55:42,2016-10-04 08:59:42,374.0,600.0,0.6233333333333333,False,0,0,34.0
Others-CCCPS8,1322,478,2016-10-04 08:25:42,0.3615733736762481,0.33661119515885024,,0.02496217851739785,,0.8064446042674828,-0.5913096483635821,1,0,2016-10-04 08:55:42,2016-10-04 08:59:42,518.0,1322.0,0.3918305597579425,False,0,0,34.0
BHMBRCBRG01,1010,88,2016-10-04 08:25:42,0.08712871287128712,0.06930693069306931,,0.01782178217821781,,0.8064446042674828,-0.5913096483635821,1,0,2016-10-04 08:55:42,2016-10-04 08:59:42,116.0,1010.0,0.11485148514851486,False,0,0,34.0
BHMBCCSNH01,863,253,2016-10-04 08:25:42,0.2931633835457706,0.20509849362688296,,0.08806488991888764,,0.8064446042674828,-0.5913096483635821,1,0,2016-10-04 08:55:42,2016-10-04 08:59:42,373.0,863.0,0.4322132097334878,False,0,0,34.0
NIA Car Parks,1268,107,2016-10-04 08:25:42,0.08438485804416404,0.0583596214511041,,0.02602523659305994,,0.8064446042674828,-0.5913096483635821,1,0,2016-10-04 08:55:42,2016-10-04 08:59:42,166.0,1268.0,0.1309148264984227,False,0,0,34.0
BHMEURBRD02,220,146,2016-10-04 08:59:42,0.6636363636363637,0.4318181818181818,0.2772727272727273,0.23181818181818187,0.3863636363636364,0.7101853756232853,-0.7040147244559685,1,0,2016-10-04 09:29:42,2016-10-04 09:32:46,179.0,220.0,0.8136363636363636,False,0,0,33.06666666666667
Others-CCCPS8,1322,518,2016-10-04 08:59:42,0.3918305597579425,0.3615733736762481,0.33661119515885024,0.03025718608169442,0.05521936459909227,0.7101853756232853,-0.7040147244559685,1,0,2016-10-04 09:29:42,2016-10-04 09:32:46,590.0,1322.0,0.4462934947049924,False,0,0,33.06666666666667
BHMBRCBRG03,849,98,2016-10-04 08:59:42,0.1154299175500589,0.09069493521790342,0.07773851590106007,0.024734982332155472,0.037691401648998826,0.7101853756232853,-0.7040147244559685,1,0,2016-10-04 09:29:42,2016-10-04 09:32:46,114.0,849.0,0.13427561837455831,False,0,0,33.06666666666667
BHMNCPLDH01,720,517,2016-10-04 08:59:42,0.7180555555555556,0.6194444444444445,0.5236111111111111,0.0986111111111111,0.19444444444444442,0.7101853756232853,-0.7040147244559685,1,0,2016-10-04 09:29:42,2016-10-04 09:32:46,569.0,720.0,0.7902777777777777,False,0,0,33.06666666666667
BHMBCCPST01,317,109,2016-10-04 08:59:42,0.3438485804416404,0.30914826498422715,0.29337539432176657,0.034700315457413256,0.050473186119873836,0.7101853756232853,-0.7040147244559685,1,0,2016-10-04 09:29:42,2016-10-04 09:32:46,116.0,317.0,0.3659305993690852,False,0,0,33.06666666666667
BHMNCPHST01,1200,441,2016-10-04 08:59:42,0.3675,0.2625,0.1975,0.10499999999999998,0.16999999999999998,0.7101853756232853,-0.7040147244559685,1,0,2016-10-04 09:29:42,2016-10-04 09:32:46,552.0,1200.0,0.46,False,0,0,33.06666666666667
Bull Ring,3053,356,2016-10-04 08:59:42,0.1166066164428431,0.08516213560432362,0.07042253521126761,0.03144448083851949,0.0461840812315755,0.7101853756232853,-0.7040147244559685,1,0,2016-10-04 09:29:42,2016-10-04 09:32:46,436.0,3053.0,0.14281035047494267,False,0,0,33.06666666666667
Others-CCCPS105a,2009,864,2016-10-04 08:59:42,0.4300647088103534,0.38825286212045795,0.35291189646590343,0.04181184668989546,0.07715281234444998,0.7101853756232853,-0.7040147244559685,1,0,2016-10-04 09:29:42,2016-10-04 09:32:46,1004.0,2009.0,0.4997511199601792,False,0,0,33.06666666666667
Broad Street,690,415,2016-10-04 08:59:42,0.6014492753623188,0.3898550724637681,0.2579710144927536,0.21159420289855074,0.34347826086956523,0.7101853756232853,-0.7040147244559685,1,0,2016-10-04 09:29:42,2016-10-04 09:32:46,530.0,690.0,0.7681159420289855,False,0,0,33.06666666666667
Others-CCCPS135a,3883,2007,2016-10-04 08:59:42,0.516868400721092,0.3778006695853721,0.27839299510687615,0.13906773113571985,0.23847540561421582,0.7101853756232853,-0.7040147244559685,1,0,2016-10-04 09:29:42,2016-10-04 09:32:46,2502.0,3883.0,0.6443471542621684,False,0,0,33.06666666666667
BHMBRCBRG01,1010,116,2016-10-04 08:59:42,0.11485148514851486,0.08712871287128712,0.06930693069306931,0.027722772277227734,0.04554455445544554,0.7101853756232853,-0.7040147244559685,1,0,2016-10-04 09:29:42,2016-10-04 09:32:46,145.0,1010.0,0.14356435643564355,False,0,0,33.06666666666667
BHMBCCSNH01,863,373,2016-10-04 08:59:42,0.4322132097334878,0.2931633835457706,0.20509849362688296,0.13904982618771722,0.22711471610660486,0.7101853756232853,-0.7040147244559685,1,0,2016-10-04 09:29:42,2016-10-04 09:32:46,503.0,863.0,0.5828505214368482,False,0,0,33.06666666666667
BHMNCPNST01,485,278,2016-10-04 08:59:42,0.5731958762886598,0.5505154639175258,0.51340206185567,0.02268041237113394,0.0597938144329897,0.7101853756232853,-0.7040147244559685,1,0,2016-10-04 09:29:42,2016-10-04 09:32:46,302.0,485.0,0.622680412371134,False,0,0,33.06666666666667
BHMBRCBRG02,1194,142,2016-10-04 08:59:42,0.11892797319932999,0.07956448911222781,0.0661641541038526,0.03936348408710218,0.05276381909547739,0.7101853756232853,-0.7040147244559685,1,0,2016-10-04 09:29:42,2016-10-04 09:32:46,177.0,1194.0,0.14824120603015076,False,0,0,33.06666666666667
Others-CCCPS119a,2803,323,2016-10-04 08:59:42,0.11523367820192651,0.0849090260435248,0.06956831965750981,0.030324652158401716,0.045665358544416695,0.7101853756232853,-0.7040147244559685,1,0,2016-10-04 09:29:42,2016-10-04 09:32:46,420.0,2803.0,0.14983945772386728,False,0,0,33.06666666666667
BHMBCCTHL01,387,155,2016-10-04 08:59:42,0.4005167958656331,0.3333333333333333,0.31007751937984496,0.06718346253229979,0.09043927648578814,0.7101853756232853,-0.7040147244559685,1,0,2016-10-04 09:29:42,2016-10-04 09:32:46,204.0,387.0,0.5271317829457365,False,0,0,33.06666666666667
NIA Car Parks,1268,166,2016-10-04 08:59:42,0.1309148264984227,0.08438485804416404,0.0583596214511041,0.04652996845425866,0.0725552050473186,0.7101853756232853,-0.7040147244559685,1,0,2016-10-04 09:29:42,2016-10-04 09:32:46,213.0,1268.0,0.16798107255520506,False,0,0,33.06666666666667
BHMNCPRAN01,600,374,2016-10-04 08:59:42,0.6233333333333333,0.4866666666666667,0.35,0.1366666666666666,0.2733333333333333,0.7101853756232853,-0.7040147244559685,1,0,2016-10-04 09:29:42,2016-10-04 09:32:46,473.0,600.0,0.7883333333333333,False,0,0,33.06666666666667
Others-CCCPS202,2937,848,2016-10-04 08:59:42,0.28872999659516513,0.22642151855635,0.18624446714334356,0.06230847803881512,0.10248552945182157,0.7101853756232853,-0.7040147244559685,1,0,2016-10-04 09:29:42,2016-10-04 09:32:46,1036.0,2937.0,0.35274089206673476,False,0,0,33.06666666666667
BHMMBMMBX01,687,346,2016-10-04 08:59:42,0.5036390101892285,0.4395924308588064,0.38427947598253276,0.06404657933042213,0.11935953420669576,0.7101853756232853,-0.7040147244559685,1,0,2016-10-04 09:29:42,2016-10-04 09:32:46,414.0,687.0,0.6026200873362445,False,0,0,33.06666666666667
BHMBCCMKT01,577,80,2016-10-04 08:59:42,0.1386481802426343,0.11091854419410745,0.10571923743500866,0.027729636048526865,0.03292894280762565,0.7101853756232853,-0.7040147244559685,1,0,2016-10-04 09:29:42,2016-10-04 09:32:46,107.0,577.0,0.1854419410745234,False,0,0,33.06666666666667
Others-CCCPS133,4675,1065,2016-10-04 08:59:42,0.22780748663101605,0.1948663101604278,0.17197860962566844,0.03294117647058825,0.05582887700534761,0.7101853756232853,-0.7040147244559685,1,0,2016-10-04 09:29:42,2016-10-04 09:32:46,1236.0,4675.0,0.26438502673796793,False,0,0,33.06666666666667
BHMEURBRD01,470,269,2016-10-04 08:59:42,0.5723404255319149,0.3702127659574468,0.24893617021276596,0.2021276595744681,0.32340425531914896,0.7101853756232853,-0.7040147244559685,1,0,2016-10-04 09:29:42,2016-10-04 09:32:46,351.0,470.0,0.7468085106382979,False,0,0,33.06666666666667
Shopping,1920,958,2016-10-04 08:59:42,0.49895833333333334,0.3963541666666667,0.31979166666666664,0.10260416666666666,0.1791666666666667,0.7101853756232853,-0.7040147244559685,1,0,2016-10-04 09:29:42,2016-10-04 09:32:46,1121.0,1920.0,0.5838541666666667,False,0,0,33.06666666666667
NIA South,788,153,2016-10-04 08:59:42,0.19416243654822335,0.1218274111675127,0.08248730964467005,0.07233502538071065,0.1116751269035533,0.7101853756232853,-0.7040147244559685,1,0,2016-10-04 09:29:42,2016-10-04 09:32:46,190.0,788.0,0.24111675126903553,False,0,0,33.06666666666667
Others-CCCPS98,3103,792,2016-10-04 08:59:42,0.25523686754753466,0.21849822752175313,0.1894940380277151,0.03673864002578153,0.06574282951981955,0.7101853756232853,-0.7040147244559685,1,0,2016-10-04 09:29:42,2016-10-04 09:32:46,932.0,3103.0,0.30035449564937156,False,0,0,33.06666666666667
BHMNCPPLS01,450,85,2016-10-04 08:59:42,0.18888888888888888,0.18222222222222223,0.1688888888888889,0.006666666666666654,0.01999999999999999,0.7101853756232853,-0.7040147244559685,1,0,2016-10-04 09:29:42,2016-10-04 09:25:48,84.0,450.0,0.18666666666666668,False,0,0,26.1
BHMNCPNHS01,500,302,2016-10-04 08:59:42,0.604,0.322,0.16,0.282,0.44399999999999995,0.7101853756232853,-0.7040147244559685,1,0,2016-10-04 09:29:42,2016-10-04 09:32:46,405.0,500.0,0.81,False,0,0,33.06666666666667
BHMNCPPLS01,450,84,2016-10-04 09:25:48,0.18666666666666668,0.18888888888888888,0.18222222222222223,-0.0022222222222222088,0.004444444444444445,0.6259234721840592,-0.7798844830928817,1,0,2016-10-04 09:55:48,2016-10-04 09:59:48,94.0,450.0,0.2088888888888889,False,0,0,34.0
Others-CCCPS135a,3883,2502,2016-10-04 09:32:46,0.6443471542621684,0.516868400721092,0.3778006695853721,0.1274787535410764,0.26654648467679626,0.6018150231520482,-0.7986355100472929,1,0,2016-10-04 10:02:46,2016-10-04 09:59:48,2802.0,3883.0,0.7216070048931239,False,0,0,27.033333333333335
Others-CCCPS98,3103,932,2016-10-04 09:32:46,0.30035449564937156,0.25523686754753466,0.21849822752175313,0.04511762810183689,0.08185626812761843,0.6018150231520482,-0.7986355100472929,1,0,2016-10-04 10:02:46,2016-10-04 09:59:48,1052.0,3103.0,0.33902674830808893,False,0,0,27.033333333333335
BHMBCCTHL01,387,204,2016-10-04 09:32:46,0.5271317829457365,0.4005167958656331,0.3333333333333333,0.12661498708010338,0.19379844961240317,0.6018150231520482,-0.7986355100472929,1,0,2016-10-04 10:02:46,2016-10-04 09:59:48,236.0,387.0,0.6098191214470284,False,0,0,27.033333333333335
BHMEURBRD01,470,351,2016-10-04 09:32:46,0.7468085106382979,0.5723404255319149,0.3702127659574468,0.174468085106383,0.3765957446808511,0.6018150231520482,-0.7986355100472929,1,0,2016-10-04 10:02:46,2016-10-04 09:59:48,397.0,470.0,0.8446808510638298,False,0,0,27.033333333333335
BHMBCCSNH01,863,503,2016-10-04 09:32:46,0.5828505214368482,0.4322132097334878,0.2931633835457706,0.15063731170336042,0.28968713789107764,0.6018150231520482,-0.7986355100472929,1,0,2016-10-04 10:02:46,2016-10-04 09:59:48,590.0,863.0,0.6836616454229433,False,0,0,27.033333333333335
BHMNCPRAN01,600,473,2016-10-04 09:32:46,0.7883333333333333,0.6233333333333333,0.4866666666666667,0.16500000000000004,0.30166666666666664,0.6018150231520482,-0.7986355100472929,1,0,2016-10-04 10:02:46,2016-10-04 09:59:48,516.0,600.0,0.86,False,0,0,27.033333333333335
Others-CCCPS8,1322,590,2016-10-04 09:32:46,0.4462934947049924,0.3918305597579425,0.3615733736762481,0.0544629349470499,0.08472012102874432,0.6018150231520482,-0.7986355100472929,1,0,2016-10-04 10:02:46,2016-10-04 09:59:48,657.0,1322.0,0.4969742813918306,False,0,0,27.033333333333335
Bull Ring,3053,436,2016-10-04 09:32:46,0.14281035047494267,0.1166066164428431,0.08516213560432362,0.026203734032099565,0.05764821487061905,0.6018150231520482,-0.7986355100472929,1,0,2016-10-04 10:02:46,2016-10-04 09:59:48,597.0,3053.0,0.19554536521454308,False,0,0,27.033333333333335
BHMEURBRD02,220,179,2016-10-04 09:32:46,0.8136363636363636,0.6636363636363637,0.4318181818181818,0.1499999999999999,0.3818181818181818,0.6018150231520482,-0.7986355100472929,1,0,2016-10-04 10:02:46,2016-10-04 09:59:48,203.0,220.0,0.9227272727272727,False,1,1,27.033333333333335
Others-CCCPS202,2937,1036,2016-10-04 09:32:46,0.35274089206673476,0.28872999659516513,0.22642151855635,0.06401089547156963,0.12631937351038475,0.6018150231520482,-0.7986355100472929,1,0,2016-10-04 10:02:46,2016-10-04 09:59:48,1163.0,2937.0,0.39598229485869935,False,0,0,27.033333333333335
BHMMBMMBX01,687,414,2016-10-04 09:32:46,0.6026200873362445,0.5036390101892285,0.4395924308588064,0.09898107714701598,0.1630276564774381,0.6018150231520482,-0.7986355100472929,1,0,2016-10-04 10:02:46,2016-10-04 09:59:48,485.0,687.0,0.7059679767103348,False,0,0,27.033333333333335
BHMBRCBRG01,1010,145,2016-10-04 09:32:46,0.14356435643564355,0.11485148514851486,0.08712871287128712,0.028712871287128697,0.05643564356435643,0.6018150231520482,-0.7986355100472929,1,0,2016-10-04 10:02:46,2016-10-04 09:59:48,215.0,1010.0,0.21287128712871287,False,0,0,27.033333333333335
BHMNCPLDH01,720,569,2016-10-04 09:32:46,0.7902777777777777,0.7180555555555556,0.6194444444444445,0.07222222222222219,0.17083333333333328,0.6018150231520482,-0.7986355100472929,1,0,2016-10-04 10:02:46,2016-10-04 09:59:48,616.0,720.0,0.8555555555555555,False,0,0,27.033333333333335
Others-CCCPS119a,2803,420,2016-10-04 09:32:46,0.14983945772386728,0.11523367820192651,0.0849090260435248,0.03460577952194077,0.06493043168034249,0.6018150231520482,-0.7986355100472929,1,0,2016-10-04 10:02:46,2016-10-04 09:59:48,476.0,2803.0,0.1698180520870496,False,0,0,27.033333333333335
BHMNCPNST01,485,302,2016-10-04 09:32:46,0.622680412371134,0.5731958762886598,0.5505154639175258,0.04948453608247427,0.07216494845360821,0.6018150231520482,-0.7986355100472929,1,0,2016-10-04 10:02:46,2016-10-04 09:59:48,327.0,485.0,0.6742268041237114,False,0,0,27.033333333333335
